"latitude","longitude","id_user","pictures_user"
"41.403337399999771","2.1745757000000272","69214385@N04","19"
"41.403337399999771","2.1745757000000272","48590411@N06","1"
"41.403337399999771","2.1745757000000272","37068608@N00","31"
"41.403337399999771","2.1745757000000272","43801497@N00","1"
"41.403337399999771","2.1745757000000272","27844104@N00","3"
"41.403337399999771","2.1745757000000272","35775623@N00","5"
"41.403337399999771","2.1745757000000272","95842518@N00","10"
"41.403337399999771","2.1745757000000272","63872291@N05","4"
"41.403337399999771","2.1745757000000272","21209040@N02","1"
"41.403337399999771","2.1745757000000272","24645811@N04","4"
"41.403337399999771","2.1745757000000272","25182210@N07","2"
"41.403337399999771","2.1745757000000272","76664011@N00","8"
"41.403337399999771","2.1745757000000272","65828667@N00","7"
"41.403337399999771","2.1745757000000272","34413129@N07","48"
"41.403337399999771","2.1745757000000272","35034348080@N01","13"
"41.403337399999771","2.1745757000000272","88981134@N00","12"
"41.403337399999771","2.1745757000000272","8473570@N02","3"
"41.403337399999771","2.1745757000000272","71668585@N00","22"
"41.403337399999771","2.1745757000000272","86182275@N00","17"
"41.403337399999771","2.1745757000000272","25296709@N08","19"
"41.403337399999771","2.1745757000000272","80694312@N00","4"
"41.403337399999771","2.1745757000000272","14529688@N08","4"
"41.403337399999771","2.1745757000000272","16391511@N00","2"
"41.403337399999771","2.1745757000000272","8734876@N07","1"
"41.403337399999771","2.1745757000000272","42008942@N04","2"
"41.403337399999771","2.1745757000000272","11720841@N07","7"
"41.403337399999771","2.1745757000000272","59884432@N00","23"
"41.403337399999771","2.1745757000000272","54526467@N00","15"
"41.403337399999771","2.1745757000000272","50939846@N00","1"
"41.403337399999771","2.1745757000000272","92633954@N07","2"
"41.403337399999771","2.1745757000000272","33016744@N07","2"
"41.403337399999771","2.1745757000000272","12681391@N03","3"
"41.403337399999771","2.1745757000000272","86866994@N00","3"
"41.403337399999771","2.1745757000000272","22841057@N08","2"
"41.403337399999771","2.1745757000000272","30298136@N00","1"
"41.403337399999771","2.1745757000000272","51035812521@N01","1"
"41.403337399999771","2.1745757000000272","32949699@N00","20"
"41.403337399999771","2.1745757000000272","37998627@N05","8"
"41.403337399999771","2.1745757000000272","12615522@N02","4"
"41.403337399999771","2.1745757000000272","66819179@N04","1"
"41.403337399999771","2.1745757000000272","24429508@N00","2"
"41.403337399999771","2.1745757000000272","90475107@N00","15"
"41.403337399999771","2.1745757000000272","81412311@N00","1"
"41.403337399999771","2.1745757000000272","39346508@N00","5"
"41.403337399999771","2.1745757000000272","57375014@N00","1"
"41.403337399999771","2.1745757000000272","11841413@N08","4"
"41.403337399999771","2.1745757000000272","83413148@N00","19"
"41.403337399999771","2.1745757000000272","39103972@N00","2"
"41.403337399999771","2.1745757000000272","23514496@N00","14"
"41.403337399999771","2.1745757000000272","21444820@N02","37"
"41.403337399999771","2.1745757000000272","12364630@N00","5"
"41.403337399999771","2.1745757000000272","35722886@N08","59"
"41.403337399999771","2.1745757000000272","39739891@N05","1"
"41.403337399999771","2.1745757000000272","7480519@N07","1"
"41.403337399999771","2.1745757000000272","7811565@N03","3"
"41.403337399999771","2.1745757000000272","47912998@N00","17"
"41.403337399999771","2.1745757000000272","10977926@N05","5"
"41.403337399999771","2.1745757000000272","11401693@N00","1"
"41.403337399999771","2.1745757000000272","51530258@N06","2"
"41.403337399999771","2.1745757000000272","63633763@N00","16"
"41.403337399999771","2.1745757000000272","10982500@N03","16"
"41.403337399999771","2.1745757000000272","48404658@N00","37"
"41.403337399999771","2.1745757000000272","46936561@N00","42"
"41.403337399999771","2.1745757000000272","41957314@N03","6"
"41.403337399999771","2.1745757000000272","33037982@N04","133"
"41.403337399999771","2.1745757000000272","19757730@N00","18"
"41.403337399999771","2.1745757000000272","38839434@N00","13"
"41.403337399999771","2.1745757000000272","93241698@N00","4"
"41.403337399999771","2.1745757000000272","77763098@N03","3"
"41.403337399999771","2.1745757000000272","25295828@N00","2"
"41.403337399999771","2.1745757000000272","37902992@N06","25"
"41.403337399999771","2.1745757000000272","18086839@N00","11"
"41.403337399999771","2.1745757000000272","86315917@N00","22"
"41.403337399999771","2.1745757000000272","45795292@N00","1"
"41.403337399999771","2.1745757000000272","26130006@N04","20"
"41.403337399999771","2.1745757000000272","84025752@N00","2"
"41.403337399999771","2.1745757000000272","13996991@N07","3"
"41.403337399999771","2.1745757000000272","36521984920@N01","2"
"41.403337399999771","2.1745757000000272","12365472@N08","35"
"41.403337399999771","2.1745757000000272","9508215@N05","1"
"41.403337399999771","2.1745757000000272","24522216@N03","4"
"41.403337399999771","2.1745757000000272","17938536@N00","1"
"41.403337399999771","2.1745757000000272","85083615@N00","2"
"41.403337399999771","2.1745757000000272","92501385@N00","11"
"41.403337399999771","2.1745757000000272","47047499@N04","10"
"41.403337399999771","2.1745757000000272","88869697@N05","1"
"41.403337399999771","2.1745757000000272","31602223@N00","2"
"41.403337399999771","2.1745757000000272","74541020@N00","2"
"41.403337399999771","2.1745757000000272","35516567@N04","2"
"41.403337399999771","2.1745757000000272","42583704@N00","45"
