"latitude","longitude","id_user","pictures_user"
"41.383544000000008","2.1736759999999986","14556277@N00","36"
"41.383544000000008","2.1736759999999986","11337155@N03","1"
"41.383544000000008","2.1736759999999986","69214385@N04","3"
"41.383544000000008","2.1736759999999986","78116780@N06","2"
"41.383544000000008","2.1736759999999986","28575375@N02","1"
"41.383544000000008","2.1736759999999986","90279449@N03","6"
"41.383544000000008","2.1736759999999986","84147801@N00","4"
"41.383544000000008","2.1736759999999986","43801497@N00","1"
"41.383544000000008","2.1736759999999986","22747595@N02","1"
"41.383544000000008","2.1736759999999986","27844104@N00","5"
"41.383544000000008","2.1736759999999986","53787088@N07","1"
"41.383544000000008","2.1736759999999986","29965103@N05","1"
"41.383544000000008","2.1736759999999986","22489773@N02","57"
"41.383544000000008","2.1736759999999986","93362968@N00","1"
"41.383544000000008","2.1736759999999986","30668552@N06","1"
"41.383544000000008","2.1736759999999986","85445165@N00","60"
"41.383544000000008","2.1736759999999986","36484111@N00","1"
"41.383544000000008","2.1736759999999986","63138086@N05","77"
"41.383544000000008","2.1736759999999986","7959112@N05","5"
"41.383544000000008","2.1736759999999986","11095273@N00","36"
"41.383544000000008","2.1736759999999986","76772343@N06","14"
"41.383544000000008","2.1736759999999986","8198444@N02","1"
"41.383544000000008","2.1736759999999986","63511709@N06","5"
"41.383544000000008","2.1736759999999986","35034348080@N01","2"
"41.383544000000008","2.1736759999999986","11856247@N00","1"
"41.383544000000008","2.1736759999999986","88981134@N00","1"
"41.383544000000008","2.1736759999999986","66009183@N08","2"
"41.383544000000008","2.1736759999999986","7365676@N03","1"
"41.383544000000008","2.1736759999999986","71668585@N00","59"
"41.383544000000008","2.1736759999999986","60201471@N02","94"
"41.383544000000008","2.1736759999999986","96407953@N00","298"
"41.383544000000008","2.1736759999999986","14529688@N08","2"
"41.383544000000008","2.1736759999999986","88275625@N02","21"
"41.383544000000008","2.1736759999999986","39700790@N07","14"
"41.383544000000008","2.1736759999999986","40911814@N03","19"
"41.383544000000008","2.1736759999999986","28202359@N08","2"
"41.383544000000008","2.1736759999999986","35468140055@N01","4"
"41.383544000000008","2.1736759999999986","32724396@N00","1"
"41.383544000000008","2.1736759999999986","92633954@N07","2"
"41.383544000000008","2.1736759999999986","86134718@N00","2"
