"41.38570328","2.1700772","3348"
"41.3799452","2.17520549","2767"
"41.37436706","2.16944741","1884"
"41.3880425","2.16683828","1537"
"41.38327409","2.18330279","1360"
"41.40351734","2.17430579","1242"
"41.41170461","2.2249589","1103"
"41.40360731","2.17430579","1097"
"41.40360731","2.17439576","1012"
"41.3871428","2.16962735","979"
"41.40351734","2.17439576","957"
"41.38993187","2.16602855","927"
"41.36537006","2.22630845","893"
"41.36240105","2.10412919","822"
"41.40360731","2.17421582","819"
"41.35457366","2.12815118","803"
"41.38678292","2.1763751","781"
"41.39766929","2.1907703","767"
"41.38795253","2.16989726","720"
"41.37517679","2.16953738","712"
"41.39533007","2.16170999","656"
"41.40459698","2.16845774","643"
"41.40378725","2.1862718","633"
"41.38660298","2.16476897","615"
"41.39533007","2.16179996","599"
"41.3898419","2.16899756","541"
"41.38390388","2.16692825","533"
"41.40369728","2.17421582","512"
"41.37805583","2.17736477","509"
"41.374547","2.15154338","493"
"41.40360731","2.17448573","475"
"41.39739938","2.15883095","462"
"41.37877559","2.17538543","461"
"41.38300418","2.1673781","461"
"41.40342737","2.17439576","461"
"41.36357066","2.15253305","449"
"41.38300418","2.16764801","448"
"41.401538","2.16153005","442"
"41.37157799","2.14074698","441"
"41.4051368","2.15559203","437"
"41.3862431","2.16908753","430"
"41.40369728","2.10898757","428"
"41.38696286","2.16998723","425"
"41.38705283","2.16998723","425"
"41.39173127","2.16485894","423"
"41.38417379","2.18096357","419"
"41.3736473","2.1484844","412"
"41.39946869","2.16359936","412"
"41.3916413","2.16485894","399"
"41.36483024","2.15559203","396"
"41.37958532","2.1745757","390"
"41.41386389","2.15262302","388"
"41.40369728","2.17430579","384"
"41.38327409","2.16719816","381"
"41.39101151","2.16296957","379"
"41.37436706","2.17709486","376"
"41.38786256","2.1529829","372"
"41.38705283","2.16890759","368"
"41.38741271","2.16908753","364"
"41.40567662","2.14785461","357"
"41.37472694","2.16989726","353"
"41.40990521","2.18816117","351"
"41.36869895","2.10646841","350"
"41.38705283","2.1700772","350"
"41.3952401","2.16170999","350"
"41.3916413","2.16476897","349"
"41.38795253","2.1637793","347"
"41.40666629","2.19023048","347"
"41.35988189","2.06175332","347"
"41.39155133","2.16485894","343"
"41.38921211","2.13714818","329"
"41.38309415","2.17493558","325"
"41.36339072","2.16611852","319"
"41.40369728","2.1745757","316"
"41.38363397","2.16548873","315"
"41.31453701","2.08928414","313"
"41.38120478","2.17115684","313"
"41.37400718","2.14974398","311"
"41.39020178","2.14992392","311"
"41.36474027","2.15550206","307"
"41.43446702","2.12032379","295"
"41.37328742","2.15262302","285"
"41.38741271","2.17358603","283"
"41.38183457","2.17169666","283"
"41.37589655","2.17772465","282"
"41.39955866","2.17871432","280"
"41.40369728","2.17439576","277"
"41.38777259","2.17079696","275"
"41.38381391","2.16566867","275"
"41.39182124","2.16503888","269"
"41.40099818","2.16800789","269"
"41.37373727","2.15244308","264"
"41.39506016","2.16162002","260"
"41.40369728","2.17304621","257"
"41.37580658","2.17772465","254"
"41.41287422","2.164679","254"
"41.38165463","2.17682495","252"
"41.40162797","2.16872765","252"
"41.38408382","2.17619516","248"
"41.37760598","2.17619516","247"
"41.36240105","2.10430913","246"
"41.39533007","2.16162002","244"
"41.41017512","2.18429246","242"
"41.40342737","2.17430579","241"
"41.39380058","2.10592859","236"
"41.39083157","2.16242975","234"
"41.39586989","2.19310952","234"
"41.3952401","2.16179996","229"
"41.39155133","2.16503888","228"
"41.4033374","2.17511552","227"
"41.38390388","2.17673498","227"
"41.37121811","2.15190326","226"
"41.38372394","2.16674831","225"
"41.38741271","2.17250639","225"
"41.37112814","2.15163335","224"
"41.392541","2.16431912","223"
"41.37688622","2.18429246","220"
"41.42789921","2.23809452","218"
"41.40054833","2.16908753","218"
"41.35358399","2.12968067","218"
"41.3916413","2.16494891","215"
"41.39110148","2.16584861","215"
"41.3880425","2.11312619","214"
"41.37337739","2.15001389","212"
"41.35538339","2.13219983","211"
"41.41368395","2.15289293","211"
"41.38192454","2.17196657","210"
"41.39874893","2.16872765","209"
"41.38012514","2.17052705","208"
"41.40369728","2.17412585","207"
"41.40198785","2.1637793","206"
"41.40387722","2.17448573","204"
"41.39919878","2.16126014","203"
"41.41350401","2.15307287","202"
"41.41404383","2.15235311","197"
"41.36249102","2.15253305","196"
"41.39263097","2.14074698","195"
"41.38048502","2.17511552","195"
"41.35367396","2.13094025","193"
"41.39542004","2.16170999","192"
"41.37526676","2.14893425","191"
"41.38165463","2.17322615","190"
"41.38363397","2.17700489","189"
"41.40558665","2.1763751","189"
"41.36231108","2.10457904","189"
"41.40342737","2.17421582","188"
"41.3907416","2.16791792","187"
"41.37247769","2.15172332","187"
"41.43770594","2.16962735","187"
"41.41377392","2.15271299","186"
"41.3880425","2.16989726","184"
"41.39155133","2.16494891","184"
"41.39011181","2.16845774","184"
"41.40351734","2.17448573","184"
"41.40036839","2.16782795","182"
"41.4141338","2.15235311","182"
"41.37787589","2.17799456","182"
"41.38777259","2.17565534","181"
"41.38318412","2.1178946","181"
"41.36249102","2.15244308","179"
"41.40378725","2.17439576","178"
"41.37679625","2.14407587","177"
"41.38066496","2.12293292","176"
"41.38678292","2.19625847","175"
"41.39173127","2.15982062","174"
"41.38579325","2.16359936","174"
"41.38471361","2.17430579","173"
"41.39533007","2.16188993","172"
"41.38210448","2.17898423","172"
"41.39542004","2.16162002","170"
"41.38921211","2.16908753","170"
"41.41359398","2.15289293","169"
"41.383544","2.18411252","168"
"41.36626976","2.18078363","167"
"41.41359398","2.1529829","167"
"41.3862431","2.16944741","166"
"41.37661631","2.17430579","166"
"41.39182124","2.17070699","166"
"41.41800251","2.14785461","164"
"41.39173127","2.16494891","163"
"41.3826443","2.17700489","163"
"41.37841571","2.18744141","162"
"41.39245103","2.16090026","162"
"41.40477692","2.15550206","161"
"41.37292754","2.15064368","161"
"41.39461031","2.1934694","160"
"41.40180791","2.16908753","160"
"41.40378725","2.17421582","160"
"41.38183457","2.17178663","159"
"41.38399385","2.17646507","159"
"41.3817446","2.17160669","159"
"41.40261764","2.17376597","158"
"41.42627975","2.16431912","158"
"41.39200118","2.16359936","157"
"41.42187122","2.11915418","155"
"41.38192454","2.17169666","155"
"41.38939205","2.16908753","154"
"41.38570328","2.16980729","154"
"41.39595986","2.20327613","153"
"41.39542004","2.16179996","153"
"41.36950868","2.17925414","152"
"41.38183457","2.17160669","150"
"41.39101151","2.16980729","149"
"41.37967529","2.17511552","149"
"41.40360731","2.15667167","149"
"41.39685956","2.19427913","148"
"41.37355733","2.15019383","148"
"41.4006383","2.16845774","147"
"41.38687289","2.17025714","147"
"41.36842904","2.15361269","146"
"41.41440371","2.1520832","146"
"41.37985523","2.17430579","145"
"41.38543337","2.17835444","145"
"41.41566329","2.15280296","144"
"41.41404383","2.15244308","143"
"41.41116479","2.22109019","143"
"41.38570328","2.16944741","142"
"41.4078359","2.21785127","142"
"41.38552334","2.17142675","141"
"41.40567662","2.12311286","141"
"41.3880425","2.19041042","140"
"41.38408382","2.1763751","140"
"41.39119145","2.16701822","140"
"41.39847902","2.15055371","139"
"41.4033374","2.13372932","139"
"41.40360731","2.17313618","139"
"41.37868562","2.18060369","137"
"41.38192454","2.17178663","137"
"41.38660298","2.16944741","137"
"41.38993187","2.16980729","137"
"41.3637506","2.15253305","136"
"41.37778592","2.1691775","136"
"41.41440371","2.15190326","135"
"41.39002184","2.17241642","135"
"41.40369728","2.17448573","133"
"41.39101151","2.16359936","133"
"41.39515013","2.16179996","133"
"41.39227109","2.1673781","133"
"41.41368395","2.15280296","133"
"41.37058832","2.14992392","133"
"41.4033374","2.17421582","131"
"41.41395386","2.15262302","131"
"41.35034507","2.12860103","131"
"41.38048502","2.17520549","131"
"41.39407049","2.1844724","131"
"41.39182124","2.16476897","130"
"41.39542004","2.16188993","130"
"41.38201451","2.16944741","129"
"41.38705283","2.16989726","129"
"41.37373727","2.17322615","129"
"41.35844237","2.10430913","129"
"41.38390388","2.17664501","128"
