"latitude","longitude","total_user_spot"
"41.403337399999771","2.1745757000000272","876"
"41.395240099999789","2.1619799000000248","616"
"41.379945199999824","2.1754754000000274","262"
"41.385343399999812","2.1700772000000264","1024"
"41.387142799999808","2.1700772000000264","382"
"41.391641299999797","2.1646790000000253","465"
"41.38174459999982","2.1718766000000267","539"
"41.403337399999771","2.173676000000027","496"
"41.414133799999746","2.152083200000023","449"
"41.414133799999746","2.1529829000000231","409"
"41.374546999999836","2.1691775000000262","37"
"41.404237099999769","2.1745757000000272","313"
"41.384443699999814","2.1763751000000275","311"
"41.383543999999816","2.1673781000000258","132"
"41.383543999999816","2.1835727000000289","131"
"41.388042499999806","2.1664784000000257","28"
"41.413234099999748","2.1529829000000231","357"
"41.382644299999818","2.1673781000000258","169"
"41.383543999999816","2.1763751000000275","291"
"41.383543999999816","2.1664784000000257","181"
"41.388042499999806","2.1700772000000264","174"
"41.387142799999808","2.1691775000000262","154"
"41.382644299999818","2.1772748000000277","254"
"41.364650299999859","2.1556820000000236","51"
"41.411434699999752","2.2249589000000367","30"
"41.379945199999824","2.1745757000000272","185"
"41.38624309999981","2.1691775000000262","107"
"41.384443699999814","2.1754754000000274","290"
"41.389841899999801","2.1655787000000255","25"
"41.380844899999822","2.1223931000000174","106"
"41.370948199999845","2.152083200000023","220"
"41.382644299999818","2.1664784000000257","166"
"41.383543999999816","2.1817733000000286","271"
"41.397939199999783","2.1907703000000303","17"
"41.38174459999982","2.1727763000000269","208"
"41.361951199999865","2.104399100000014","19"
"41.365549999999857","2.2258586000000369","1"
"41.362850899999863","2.104399100000014","5"
"41.387142799999808","2.1763751000000275","24"
"41.369148799999849","2.1529829000000231","245"
"41.38624309999981","2.1700772000000264","174"
"41.403337399999771","2.1727763000000269","109"
"41.354753599999881","2.1277913000000184","13"
"41.384443699999814","2.1772748000000277","203"
"41.404237099999769","2.1862718000000294","12"
"41.383543999999816","2.1655787000000255","37"
"41.375446699999834","2.1691775000000262","15"
"41.389841899999801","2.1691775000000262","30"
"41.363750599999861","2.1664784000000257","127"
"41.373647299999838","2.1502838000000226","81"
"41.38624309999981","2.1646790000000253","51"
"41.374546999999836","2.1700772000000264","47"
"41.391641299999797","2.1655787000000255","212"
"41.380844899999822","2.1754754000000274","86"
"41.37274759999984","2.1502838000000226","66"
"41.405136799999767","2.1556820000000236","24"
"41.374546999999836","2.1511835000000228","16"
"41.363750599999861","2.1529829000000231","18"
"41.379045499999826","2.1754754000000274","88"
"41.383543999999816","2.1772748000000277","175"
"41.404237099999769","2.173676000000027","132"
"41.400638299999777","2.168277800000026","22"
"41.389841899999801","2.168277800000026","96"
"41.404237099999769","2.168277800000026","3"
"41.375446699999834","2.1781745000000279","205"
"41.384443699999814","2.1808736000000284","55"
"41.422231099999728","2.1187943000000167","86"
"41.360151799999869","2.062113200000006","23"
"41.415033499999744","2.1511835000000228","55"
"41.379045499999826","2.1745757000000272","99"
"41.415033499999744","2.152083200000023","107"
"41.373647299999838","2.152083200000023","17"
"41.388042499999806","2.1691775000000262","105"
"41.387142799999808","2.168277800000026","85"
"41.375446699999834","2.1493841000000224","135"
"41.388042499999806","2.168277800000026","53"
"41.37724609999983","2.1763751000000275","108"
"41.380844899999822","2.1232928000000175","69"
"41.380844899999822","2.173676000000027","199"
"41.397039499999785","2.1583811000000241","26"
"41.378145799999828","2.1772748000000277","11"
"41.400638299999777","2.1673781000000258","15"
"41.384443699999814","2.1781745000000279","152"
"41.403337399999771","2.1898706000000301","176"
"41.404237099999769","2.1754754000000274","172"
"41.403337399999771","2.1754754000000274","86"
"41.373647299999838","2.1493841000000224","54"
"41.373647299999838","2.1484844000000223","22"
"41.384443699999814","2.1826730000000287","120"
"41.401537999999775","2.1691775000000262","5"
"41.38174459999982","2.1772748000000277","85"
"41.362850899999863","2.152083200000023","17"
"41.382644299999818","2.1718766000000267","162"
"41.392540999999795","2.1646790000000253","113"
