"latitude","longitude","total_user_spot"
"41.385703279997841","2.1700771999998185","836"
"41.379945199997991","2.1752054899998119","6"
"41.374367059998136","2.1694474099998193","5"
"41.388042499997781","2.1668382799998227","2"
"41.383274089997904","2.1833027899998014","65"
"41.403517339997379","2.1743057899998131","135"
"41.411704609997166","2.2249588999997476","2"
"41.403607309997376","2.1743057899998131","84"
"41.403607309997376","2.1743957599998129","67"
"41.387142799997804","2.1696273499998191","3"
"41.403517339997379","2.1743957599998129","69"
"41.389931869997731","2.1660285499998237","1"
"41.365370059998369","2.2263084499997459","1"
"41.362401049998446","2.1041291899999037","2"
"41.403607309997376","2.1742158199998132","50"
"41.35457365999865","2.1281511799998727","3"
"41.386782919997813","2.1763750999998104","2"
"41.39766928999753","2.1907702999997918","2"
"41.387952529997783","2.1698972599998188","27"
"41.375176789998115","2.1695373799998192","1"
"41.395330069997591","2.1617099899998293","92"
"41.404596979997351","2.1684577399998206","1"
"41.403787249997372","2.1862717999997976","2"
"41.386602979997818","2.1647689699998254","1"
"41.395330069997591","2.1617999599998292","56"
"41.389841899997734","2.1689975599998199","1"
"41.383903879997888","2.1669282499998226","5"
"41.403697279997374","2.1742158199998132","30"
"41.37805582999804","2.1773647699998091","1"
"41.374546999998131","2.1515433799998425","1"
"41.403607309997376","2.1744857299998128","38"
"41.378775589998021","2.1753854299998117","4"
"41.397399379997537","2.158830949999833","2"
"41.383004179997911","2.167378099999822","7"
"41.403427369997381","2.1743957599998129","59"
"41.363570659998416","2.1525330499998412","3"
"41.383004179997911","2.1676480099998217","16"
"41.40153799999743","2.1615300499998296","1"
"41.371577989998208","2.1407469799998564","3"
"41.405136799997337","2.1555920299998372","1"
"41.386243099997827","2.1690875299998198","1"
"41.403697279997374","2.1089875699998974","1"
"41.391731269997685","2.1648589399998253","28"
"41.386962859997809","2.1699872299998186","33"
"41.384173789997881","2.1809635699998045","2"
"41.373647299998154","2.1484843999998464","1"
"41.399468689997484","2.1635993599998269","1"
"41.391641299997687","2.1648589399998253","58"
"41.364830239998383","2.1555920299998372","5"
"41.379585319998","2.1745756999998127","4"
"41.403697279997374","2.1743057899998131","37"
"41.41386388999711","2.1526230199998411","64"
"41.383274089997904","2.1671981599998222","3"
"41.391011509997703","2.1629695699998277","1"
"41.374367059998136","2.1770948599998095","1"
"41.387862559997785","2.1529828999998406","1"
"41.387052829997806","2.16890758999982","1"
"41.387052829997806","2.1699872299998186","50"
"41.387412709997797","2.1690875299998198","4"
"41.405676619997323","2.1478546099998472","4"
"41.374726939998126","2.1698972599998188","6"
"41.409905209997213","2.1881611699997952","1"
"41.368698949998283","2.1064684099999007","1"
"41.395240099997594","2.1617099899998293","73"
"41.391641299997687","2.1647689699998254","29"
"41.387952529997783","2.1637792999998267","1"
"41.359881889998512","2.0617533199999585","4"
"41.387052829997806","2.1700771999998185","15"
"41.38921210999775","2.1371481799998611","1"
"41.383094149997909","2.1749355799998122","1"
"41.403697279997374","2.1745756999998127","11"
"41.383633969997895","2.1654887299998244","1"
"41.31453700999969","2.0892841399999229","1"
"41.381204779997958","2.1711568399998171","2"
"41.374007179998145","2.1497439799998448","5"
"41.390201779997724","2.1499239199998446","1"
"41.364740269998386","2.1555020599998373","2"
"41.363390719998421","2.1661185199998236","7"
"41.434467019996575","2.1203237899998828","3"
"41.373287419998164","2.1526230199998411","1"
"41.387412709997797","2.173586029999814","1"
"41.381834569997942","2.1716966599998164","47"
"41.375896549998096","2.1777246499998086","33"
"41.399558659997481","2.1787143199998074","1"
"41.403697279997374","2.1743957599998129","21"
"41.38381390999789","2.1656686699998242","2"
"41.387772589997788","2.1707969599998176","2"
"41.391821239997682","2.165038879999825","50"
"41.400998179997444","2.1680078899998212","1"
"41.391551329997689","2.1648589399998253","32"
"41.373737269998152","2.1524430799998413","1"
"41.395060159997598","2.1616200199998294","35"
"41.403697279997374","2.1730462099998147","8"
"41.412874219997136","2.1646789999998255","1"
"41.381654629997946","2.1768249499998098","4"
"41.401627969997428","2.1687276499998203","1"
"41.384083819997883","2.1761951599998106","9"
"41.375806579998098","2.1777246499998086","80"
"41.377605979998052","2.1761951599998106","6"
"41.362401049998446","2.1043091299999035","1"
"41.410175119997206","2.1842924599998002","1"
"41.403427369997381","2.1743057899998131","39"
"41.395330069997591","2.1616200199998294","32"
"41.393800579997631","2.1059285899999014","1"
"41.390831569997708","2.1624297499998284","1"
"41.395869889997577","2.1931095199997888","1"
"41.395240099997594","2.1617999599998292","57"
"41.391551329997689","2.165038879999825","15"
"41.403337399997383","2.175115519999812","13"
"41.383903879997888","2.1767349799998099","12"
"41.371218109998217","2.151903259999842","4"
"41.383723939997893","2.1667483099998228","3"
"41.387412709997797","2.1725063899998154","1"
"41.392540999997664","2.164319119999826","4"
"41.37112813999822","2.1516333499998423","6"
"41.37688621999807","2.1842924599998002","5"
"41.427899209996745","2.2380945199997306","1"
"41.400548329997456","2.1690875299998198","1"
"41.353583989998675","2.1296806699998707","1"
"41.391101479997701","2.165848609999824","2"
"41.388042499997781","2.1131261899998921","1"
"41.391641299997687","2.1649489099998251","50"
"41.373377389998161","2.1500138899998444","3"
"41.355383389998629","2.1321998299998675","1"
"41.398748929997502","2.1687276499998203","1"
"41.403697279997374","2.1741258499998133","19"
"41.401987849997418","2.1637792999998267","1"
"41.403877219997369","2.1744857299998128","16"
"41.399198779997491","2.1612601399998299","2"
"41.413504009997119","2.1530728699998405","44"
"41.381924539997939","2.1719665699998161","54"
"41.414043829997105","2.1523531099998414","39"
"41.362491019998444","2.1525330499998412","1"
"41.392630969997661","2.1407469799998564","2"
"41.380485019997977","2.175115519999812","5"
"41.353673959998673","2.1309402499998691","1"
"41.395420039997589","2.1617099899998293","39"
